event,type,red1,red2,red3,redFinal,redFoul,redAuto,redTeleop,blue1,blue2,blue3,blueFinal,blueFoul,blueAuto,blueTeleop
ONTO,Q,4718,3543,2056,112,3,57,42,3988,3386,244,31,3,0,18
FLOR,Q,3410,3732,3556,41,0,3,18,1649,1592,4013,10,0,10,0
MNDU2,Q,2175,4623,3293,57,0,15,12,2957,4480,4671,2,0,2,0
NYNY,Q,333,810,237,2,0,2,0,4640,3059,771,30,0,0,0
TXHO,Q,4689,4672,3612,0,0,0,0,4328,3481,418,33,6,9,8
MAWO,Q,3182,3654,3280,11,0,1,0,2877,558,2067,81,40,17,24
MNDU,Q,3212,4741,3102,16,0,10,6,4511,2506,3840,11,3,0,8
ONTO,Q,4685,3541,1547,33,23,0,0,4252,865,3985,31,0,3,18
FLOR,Q,125,108,4707,53,0,3,30,1604,4118,180,40,0,14,6
MNDU2,Q,2518,2512,4674,73,3,48,12,4656,4762,4174,20,0,6,4
TXHO,Q,2789,2881,4731,18,0,8,0,118,2936,4589,109,40,15,34
NYNY,Q,369,514,1880,41,20,9,12,3171,4797,2579,44,20,4,0
MAWO,Q,3930,20,571,58,0,32,6,2791,121,2648,67,6,21,30
MNDU,Q,2062,4182,2705,51,0,3,18,4011,3740,3381,22,0,8,4
FLOR,Q,3627,4769,3611,32,0,0,12,4064,4223,665,17,3,4,0
MNDU2,Q,3751,3723,2491,10,0,0,0,4624,27,269,62,20,6,26
ONTO,Q,2852,244,2994,31,0,9,12,1325,2013,4343,56,0,18,18
NYNY,Q,4789,1382,4299,28,0,4,4,640,2344,1230,26,6,0,0
TXHO,Q,3666,4587,3735,38,0,2,6,2737,3526,2982,3,3,0,0
MAWO,Q,1100,1735,4557,16,0,6,0,3146,2621,155,19,0,9,0
MNDU,Q,3754,2526,4818,32,20,6,6,2977,4054,4228,76,0,32,24
MNDU2,Q,3081,4693,877,0,0,0,0,2499,3750,2503,42,21,7,4
FLOR,Q,1876,4352,4024,2,0,2,0,233,179,945,73,20,9,24
ONTO,Q,1241,3387,781,62,0,20,12,3530,4015,4808,2,0,2,0
NYNY,Q,271,4263,2933,0,0,0,0,1155,999,1796,25,0,3,12
MAWO,Q,3205,839,1289,19,0,3,6,3623,1884,4410,6,0,0,6
MNDU2,Q,1259,2530,3839,12,0,0,12,525,3061,2502,49,0,21,18
TXHO,Q,2882,2585,3696,6,0,4,2,1801,3847,704,36,0,16,0
MNDU,Q,1714,2220,2538,12,0,0,12,4845,537,3828,12,6,6,0
FLOR,Q,4833,2797,3932,48,0,10,18,2152,4197,86,11,0,5,6
ONTO,Q,216,2056,2809,133,0,83,30,4476,3543,2185,14,6,4,4
MNDU2,Q,3130,4506,2169,103,0,63,30,4166,4657,2500,10,0,0,0
MAWO,Q,2168,1687,3958,10,0,0,0,2370,126,190,23,0,3,0
NYNY,Q,395,759,3314,14,0,0,4,3004,2895,3053,0,0,0,0
TXHO,Q,3730,441,4746,10,0,0,0,4155,3335,3961,7,0,7,0
MNDU,Q,3277,4215,3755,42,0,14,18,4703,3122,3054,0,0,0,0
FLOR,Q,1612,4562,1557,17,0,3,4,1065,386,4065,56,0,14,22
ONTO,Q,288,1075,4807,0,0,0,0,1114,3386,3550,61,3,30,18
MNDU2,Q,3036,3267,2861,28,0,18,0,3056,2826,3055,72,6,32,24
MNDU,Q,2177,3883,2052,78,0,50,18,4009,4728,93,32,0,12,10
FLOR,Q,4013,2757,2556,14,0,4,0,4707,3502,4091,10,0,0,0
TXHO,Q,4639,3741,457,8,0,0,8,1865,4355,2582,44,0,2,12
ONTO,Q,1325,4476,4727,6,0,2,4,1241,4685,4001,39,0,15,24
NYNY,Q,4383,4528,3017,27,0,15,12,371,3137,2265,26,0,18,8
FLOR,Q,1251,125,342,100,0,60,30,3790,4066,1592,40,0,18,12
ONTO,Q,2809,4808,4252,30,3,27,0,1547,2185,4807,10,0,0,0
FLOR,Q,4769,4471,4622,0,0,0,0,1902,3732,4118,16,0,6,0
NYNY,Q,354,4773,4571,10,0,0,0,771,694,353,165,123,12,0
FLOR,Q,4451,665,1523,35,0,15,0,2916,180,4341,25,0,3,12
ONTO,Q,2013,2056,3530,85,0,45,30,781,2852,4718,53,0,9,24
NYNY,Q,1635,2601,4713,31,0,15,6,1600,421,884,0,0,0,0
MIWFD,P,51,1,33,51,0,27,24,2960,67,1718,48,0,30,18
FLOR,Q,801,744,1604,10,0,0,0,3164,3011,4223,20,0,0,0
ONTO,Q,3541,3386,865,10,0,0,0,1075,4727,244,2,0,2,0
NYNY,Q,522,3059,743,3,3,0,0,4108,4012,3204,12,0,0,12
MIWFD,P,3570,1,33,80,0,54,26,51,67,835,24,0,18,6
FLOR,Q,3611,2383,4064,38,0,6,12,3557,21,1649,16,0,6,0
ONTO,Q,3550,4001,4343,56,0,20,36,3985,3387,3543,10,0,0,0
NYNY,Q,1340,1660,806,16,3,3,0,3419,4191,334,54,0,36,18
MIWFD,P,2851,1,33,50,0,30,20,3414,67,51,3,0,3,0
FLOR,Q,79,3410,3998,15,0,15,0,108,3556,1772,45,0,15,10
ONTO,Q,4015,1114,288,63,0,45,18,2994,216,3988,6,0,0,6
FLOR,Q,79,3410,3998,24,0,6,18,108,3556,1772,10,0,0,10
MIWFD,P,2851,1,4478,38,0,10,28,3414,3542,1701,12,0,0,12
MIWFD,P,2851,1718,4478,57,0,13,44,3414,51,1701,12,0,0,12
MIWFD,P,4384,1718,4478,65,0,39,26,1025,51,67,9,0,3,6
MIWFD,P,3570,1718,1,62,0,36,26,1025,51,1701,11,0,5,6
MIWFD,P,4384,1718,4478,0,0,0,0,1025,51,67,3,0,3,0
MIWFD,P,2137,1718,2612,0,0,0,0,4130,3414,67,0,0,0,0
MIWFD,P,4384,1718,4478,0,0,0,0,1025,3414,67,0,0,0,0
MIWFD,P,3570,835,51,0,0,0,0,1025,4478,1188,0,0,0,0
MIWFD,P,3570,3548,51,0,0,0,0,2960,4130,4384,0,0,0,0
MIWFD,P,4737,1,1718,0,0,0,0,2960,4130,2834,0,0,0,0
MIWFD,P,308,3548,1718,0,0,0,0,2676,2137,3542,0,0,0,0
MIWFD,P,3175,1188,4395,0,0,0,0,3570,2960,4478,8,0,0,8
CASD,P,1572,4139,987,6,0,6,0,254,2102,2984,9,0,9,0
MIWFD,P,3604,2851,67,0,0,0,0,3542,4130,4478,0,0,0,0
CASD,P,3341,4486,987,12,0,12,0,1572,2029,589,4,0,4,0
MIWFD,P,494,4840,4743,0,0,0,0,835,4130,4478,24,0,0,24
CASD,P,1538,2485,4139,63,0,41,12,1572,3647,1159,13,0,3,0
CASD,P,4486,2984,980,37,0,27,0,3250,399,1726,15,0,5,0
ORPO,P,2521,2130,4662,49,0,39,0,1425,2411,2811,4,0,0,4
MIWFD,P,3414,4478,1701,0,0,0,0,1188,51,308,15,0,3,12
CASD,P,4486,2984,589,18,0,12,6,3647,1538,1726,19,0,9,0
ORPO,P,3673,3812,4106,31,0,21,0,2374,2542,4488,35,0,19,6
MIWFD,P,2834,3548,503,0,0,0,0,470,51,3570,0,0,0,0
ORPO,P,1359,753,2550,24,0,4,0,3131,488,1318,46,0,12,24
CASD,P,2193,4619,2827,12,0,6,6,3965,3255,399,10,0,0,0
ORPO,P,2521,4127,3192,59,0,9,30,2990,3145,955,124,3,87,24
TXHO,P,418,4587,3103,22,0,0,22,3672,1429,1477,15,0,3,2
MIWFD,P,3539,3548,1528,0,0,0,0,4779,835,3604,0,0,0,0
CASD,P,2984,4619,2029,83,20,39,24,3647,1538,4738,21,0,21,0
FLOR,P,179,108,1251,226,80,0,146,180,4197,4066,0,0,0,0
ORPO,P,4106,4057,1571,18,0,0,18,2471,2542,1425,24,9,5,0
MIWFD,P,3098,3548,2851,0,0,0,0,3175,835,2612,0,0,0,0
FLOR,P,179,386,1251,68,0,0,68,4197,3410,4066,0,0,0,0
ORPO,P,1359,1540,2147,22,0,12,0,4051,488,1318,64,23,15,6
CASD,P,3749,2839,2029,8,0,2,6,2485,3255,1138,0,0,0,0
TXHO,P,148,2438,2982,2,0,0,2,2582,2882,2789,3,0,3,0
CASD,P,4619,1622,3967,0,0,0,0,3250,2102,1138,0,0,0,0
MIWFD,P,51,3548,2960,0,0,0,0,548,573,3542,0,0,0,0
ORPO,P,3145,2550,956,51,0,9,12,2990,1318,2411,27,0,9,18
FLOR,P,179,4066,1251,4,0,0,4,801,3410,180,62,0,0,62
TXHO,P,148,2438,2982,8,0,0,8,2582,2882,2789,9,0,9,0
FLOR,P,179,386,1251,4,0,0,4,801,3410,180,0,0,0,0
MIWFD,P,4044,3548,4384,0,0,0,0,1718,3655,4395,100,100,0,0
CASD,P,1159,3476,1515,12,0,12,0,1572,987,1138,18,0,18,0
ORPO,P,2147,847,2093,33,0,3,0,2471,4127,1359,88,0,32,36
TXHO,P,1477,118,704,21,0,21,0,4689,2881,4155,24,0,10,14
CASD,P,702,3255,2827,13,0,3,0,1726,987,1138,72,0,62,0
ORPO,P,3192,2192,753,16,0,12,4,2374,997,955,114,0,42,12
FLOR,P,4833,386,3557,4,0,0,4,1612,4066,1523,10,0,0,10
TXHO,P,2936,3696,148,57,0,23,24,3103,2582,4355,3,0,3,0
FLOR,P,4833,386,3557,6,0,2,4,1612,2757,1523,31,0,21,10
ORPO,P,3711,3145,4043,30,0,0,0,2130,1318,2550,41,0,21,0
CASD,P,2193,599,1266,2,0,2,0,1726,3250,589,41,0,35,6
TXHO,P,192,4589,4639,23,3,10,0,4155,704,2789,2,0,2,0
CASD,P,2984,3255,4014,2829,2803,26,0,1726,3965,987,2627,2623,0,4
ORPO,P,4127,2192,847,75,3,20,12,2990,2542,3812,9,0,9,0
FLOR,P,3732,1523,1592,28,0,6,22,4471,2757,2916,4,0,0,4
TXHO,P,1477,3730,3612,27,0,19,8,4328,3666,148,113,0,69,24
NYNY,P,514,1635,1396,40,0,2,8,334,375,4012,83,0,43,30
ORPO,P,3145,4057,1359,40,0,18,22,2374,2542,2811,30,0,6,4
CASD,P,3128,2984,3749,18,0,8,0,1726,2193,987,71,0,57,4
TXHO,P,118,3696,4639,58,0,42,6,3666,457,2936,16,0,0,6
NYNY,P,4299,1660,4122,27,0,9,18,2601,353,2344,16,6,10,0
CASD,P,3849,1159,3128,120,20,0,10,4738,3250,1661,92,0,2,0
TXHO,P,1477,3735,3847,41,0,29,12,3672,3730,4000,15,0,5,0
FLOR,P,125,665,233,77,60,3,4,1902,386,2152,5,0,5,0
NYNY,P,1155,694,1600,35,3,12,0,375,759,884,138,100,0,18
ORPO,P,2550,2147,4106,12,0,0,2,2130,1318,997,79,0,29,0
TXHO,P,148,4355,3696,57,0,33,24,118,1429,3741,58,0,40,18
MNDU,P,3277,2538,3018,51,0,15,6,2052,3828,3755,34,0,12,12
CASD,P,3952,3128,1515,7,0,3,4,3476,3041,3925,2,0,2,0
FLOR,P,21,3556,4341,27,0,7,0,1604,3164,4064,27,0,7,0
NYNY,P,743,1396,4528,0,0,0,0,806,1230,334,56,0,28,18
ORPO,P,2550,2147,3574,34,23,1,0,3192,4127,1425,31,0,9,12
TXHO,P,2587,3735,3730,68,0,48,0,4328,2881,3741,40,0,12,18
CASD,P,812,589,4160,7,0,3,4,3476,2839,1266,9,0,5,4
MNDU,P,3102,4011,3381,21,0,5,16,3828,2526,4228,52,0,24,18
MNDU2,P,3056,2499,3061,25,0,3,12,4671,877,3293,30,0,0,0
FLOR,P,4707,744,79,54,20,22,12,342,4091,4451,86,0,28,18
CASD,P,987,589,2339,331,252,51,8,1622,3704,2496,22,18,0,4
MNDU2,P,2826,4671,4174,60,3,39,18,4623,269,4166,58,0,14,24
MNDU,P,3277,4741,3276,21,0,3,18,2052,4054,4009,68,0,24,24
NYNY,P,3137,1340,354,18,0,0,18,3204,4797,3314,22,0,0,12
ORPO,P,2093,847,2192,34,0,10,4,4110,4127,2521,27,0,15,12
TXHO,P,1477,57,4346,31,0,9,12,4155,118,2936,73,0,33,30
CASD,P,987,4486,3453,26,0,20,6,3967,2485,399,12,0,0,12
MNDU,P,3018,1816,4845,8,0,2,6,2062,3102,4728,47,0,17,30
MNDU2,P,4480,2861,3184,55,0,39,6,3293,4656,2512,32,0,12,10
NYNY,P,271,694,2265,0,0,0,0,353,421,2895,0,0,0,0
NYNY,P,2344,4789,1155,0,0,0,0,4012,4122,1340,12,0,0,12
NYNY,P,4012,743,4122,49,38,5,6,334,3171,2344,64,21,25,18
FLOR,P,3627,1523,1649,27,0,3,24,125,2383,4622,19,0,7,12
ORPO,P,3131,2471,3024,22,20,2,0,4662,4043,2130,16,0,0,6
TXHO,P,3612,4328,418,40,0,18,12,4587,192,2587,10,0,0,0
CASD,P,1572,3480,4619,10,0,0,10,1726,702,4616,19,0,15,4
MNDU2,P,2826,2502,3871,63,0,13,40,4506,269,2169,102,3,61,18
MNDU,P,3276,2705,3740,50,0,12,18,4215,3883,4539,58,0,24,24
CASD,P,2485,3250,4619,36,0,2,24,1726,3647,1622,12,0,6,6
ORPO,P,3812,488,2093,81,0,43,18,847,4127,2374,74,3,9,12
NYNY,P,3760,3017,3032,0,0,0,0,1600,4571,640,4,0,0,4
NYNY,P,743,3204,2933,0,0,0,0,1635,884,4108,4,0,0,4
NYNY,P,4383,371,4528,0,0,0,0,421,4797,759,4,0,0,4
NYNY,P,3419,2895,1230,0,0,0,0,522,4122,3053,4,0,0,4
CASD,P,4139,254,4401,0,0,0,0,1726,3255,4583,40,0,24,6
TXHO,P,3696,2582,118,69,0,33,36,624,2882,4589,8,0,8,0
NYNY,P,4571,1660,884,53,20,11,12,1382,375,353,22,20,2,0
MNDU2,P,2826,3184,525,44,20,12,12,2175,2846,3130,13,0,1,12
ORPO,P,1540,4057,4060,12,0,6,6,3673,1823,955,57,0,29,18
MNDU,P,4818,3102,1816,32,0,14,18,2264,4054,2052,53,0,13,30
ONTO,P,4343,3386,2013,33,0,23,0,2852,2185,4252,7,3,0,4
CASD,P,3704,2485,812,21,0,9,12,1726,2543,4673,12,0,2,0
FLOR,P,4769,180,3998,63,20,27,6,2797,3932,1902,14,0,4,0
MNDU2,P,4693,4624,3312,16,0,8,8,4656,269,2957,73,0,33,20
NYNY,P,4191,2205,1600,0,0,0,0,4789,1660,3171,0,0,0,0
NYNY,P,884,3059,4640,0,0,0,0,2344,999,395,0,0,0,0
ONTO,P,1075,4718,1325,72,0,4,68,4727,865,4015,4,0,0,4
NYNY,P,271,4012,4299,0,0,0,0,1382,3760,4108,0,0,0,0
TXHO,P,457,2582,1477,6,0,6,0,4731,2587,2789,30,0,12,18
MNDU,P,4845,3277,1816,32,0,14,18,2052,3276,4215,22,0,6,6
CASD,P,1538,2485,2658,52,0,24,18,1726,4014,3849,38,0,24,4
NYNY,P,694,1396,3314,21,0,11,0,806,334,522,65,0,27,18
MNDU2,P,2518,3750,2491,35,0,1,14,4674,269,2512,53,0,41,12
ORPO,P,2093,3145,2192,12,0,12,0,3192,997,4127,71,0,9,12
ONTO,P,2013,2852,2185,45,0,25,10,781,3386,4718,19,0,3,6
FLOR,P,3502,4451,4562,32,0,8,4,3164,79,2916,42,20,12,0
TXHO,P,2585,2881,4639,2,0,0,2,2882,118,3666,50,0,32,18
CASD,P,3749,1572,4619,7,0,3,4,1726,3476,1138,22,0,12,0
NYNY,P,369,4299,743,22,12,0,10,771,514,4263,52,38,0,4
MNDU2,P,2530,3751,2503,13,0,3,0,4656,4762,876,41,0,21,10
MNDU,P,93,3277,2177,37,0,19,18,4011,2220,2052,77,0,37,20
MAWO,P,571,20,1289,24,0,4,0,3146,1100,2067,54,0,40,4
ORPO,P,1359,2542,2550,28,0,8,0,847,3812,3636,32,0,12,0
ONTO,P,4476,4343,2185,42,0,18,14,4001,4699,2994,30,0,12,18
CASD,P,3965,2102,4619,0,0,0,0,3250,1515,4711,0,0,0,0
MNDU,P,3102,4728,4009,34,0,0,24,4539,2977,1816,18,0,12,6
FLOR,P,1557,2556,125,10,0,10,0,1772,4352,4024,8,0,2,6
MNDU2,P,3184,4671,3293,30,0,0,0,2826,1675,2500,12,0,0,12
NYNY,P,369,4122,3137,28,0,2,6,1155,353,522,9,3,6,0
MAWO,P,20,4557,1884,66,0,6,30,3280,3654,2648,56,3,15,18
CASD,P,1622,702,4619,17,0,17,0,2839,2193,980,0,0,0,0
TXHO,P,3103,118,3735,35,0,17,18,2587,2789,1801,68,0,34,34
MNDU,P,537,4845,2177,5,3,2,0,2052,4539,2264,45,0,33,12
ONTO,P,4476,4343,1241,34,0,16,8,1114,288,4685,4,0,4,0
FLOR,P,665,744,4118,42,20,10,12,3790,1876,1065,12,0,2,0
MNDU2,P,4624,2512,2846,3,0,3,0,2502,3036,3061,64,3,39,12
MAWO,P,121,4557,3044,47,0,9,28,157,3623,126,57,0,25,12
TXHO,P,2936,2582,3728,73,0,15,18,4280,3735,3961,0,0,0,0
MNDU2,P,877,269,4762,36,0,18,8,4693,2861,4657,15,0,15,0
NYNY,P,3760,2601,1382,60,26,4,0,4797,2344,514,16,0,8,8
MNDU,P,3054,3276,4009,10,0,0,0,2062,4011,3102,13,0,5,8
ONTO,P,4476,4343,3550,42,0,12,10,4001,288,2013,33,0,9,24
MAWO,P,177,571,839,18,0,6,12,2067,4410,4557,5,0,1,4
FLOR,P,4562,3627,342,15,0,5,0,4622,2797,79,6,0,6,0
MNDU,P,4228,4054,3018,33,3,8,12,2506,3212,3102,6,0,0,6
MNDU2,P,4656,2491,3056,61,20,17,4,876,3130,3871,70,3,29,28
ONTO,P,4476,4343,3387,29,0,15,4,4001,288,4808,55,0,33,12
TXHO,P,4295,3735,148,61,0,23,8,4155,57,2881,0,0,0,0
MAWO,P,3146,2104,3958,12,0,12,0,157,173,2648,50,0,12,28
MNDU,P,4215,4054,1816,52,0,12,30,1714,3755,4181,0,0,0,0
NYNY,P,369,3017,771,68,46,6,6,4122,694,395,27,0,11,6
MNDU2,P,4656,4762,3056,57,0,21,16,3312,525,4623,6,0,6,0
ONTO,P,4685,4343,3541,10,0,0,0,1325,4001,3530,33,0,15,18
TXHO,P,4355,3335,3103,16,0,14,2,3672,148,118,53,0,51,2
MAWO,P,3146,1100,2370,48,0,20,18,157,3205,1493,33,0,9,24
FLOR,P,1902,1523,665,14,3,11,0,4065,86,3011,32,0,28,4
ONTO,P,4808,1241,216,52,0,42,0,4718,1547,865,4,0,0,4
MNDU,P,4845,2845,2052,0,0,0,0,1714,4818,2705,10,0,0,0
NYNY,P,3171,3760,4571,7,3,4,0,334,522,3059,49,0,21,18
MNDU2,P,269,4166,2169,103,0,71,12,2503,27,1259,18,0,6,12
MAWO,P,1100,467,190,21,0,21,0,1289,157,155,33,0,3,30
TXHO,P,118,4328,1865,38,0,18,20,3672,1477,2438,0,0,0,0
FLOR,P,1065,3998,1557,29,0,11,18,4622,386,179,24,3,3,18
MNDU,P,3754,4217,2220,0,0,0,0,2705,3883,2538,43,0,15,18
ONTO,P,3988,1241,4252,36,0,16,10,4718,3387,3543,10,0,0,0
CASD,P,2839,2543,4616,0,0,0,0,3967,2827,3849,0,0,0,0
MNDU2,P,2175,3267,4656,6,0,2,4,3750,2957,2512,40,0,14,16
MAWO,P,3146,3654,2791,10,0,0,0,839,3623,1884,27,0,9,18
MNDU,P,3277,4228,4009,59,0,41,8,3883,2977,2705,2,0,0,2
NYNY,P,3314,237,3053,6,6,0,0,806,884,1660,23,0,1,2
TXHO,P,2737,1801,3847,22,20,0,2,3481,192,4346,0,0,0,0
FLOR,P,1772,342,1604,20,0,14,6,4562,2797,3932,32,3,13,6
MNDU2,P,2502,525,876,131,0,87,24,2518,2499,3751,98,26,14,18
CASD,P,1159,4711,3952,0,0,0,0,812,399,4583,0,0,0,0
CASD,P,987,1661,3965,0,0,0,0,1538,980,3255,0,0,0,0
CASD,P,3021,4401,3341,0,0,0,0,3480,3486,1266,0,0,0,0
MNDU,P,4215,4009,2220,10,0,0,0,3883,3294,2705,59,0,3,36
CASD,P,1572,4014,4738,4,0,0,4,2496,3925,3647,0,0,0,0
CASD,P,2193,1726,3704,4,0,0,4,2029,2984,4322,0,0,0,0
TXHO,P,148,118,3696,38,0,18,20,4328,3730,3516,10,0,0,10
NYNY,P,2933,2579,3017,17,0,5,12,1230,759,2601,35,0,7,8
CASD,P,4161,2658,4619,4,0,0,4,702,3250,589,0,0,0,0
CASD,P,2485,4160,3476,2,0,2,0,3128,254,4486,0,0,0,0
MAWO,P,3205,20,2648,93,0,39,24,2877,177,155,32,0,2,30
ONTO,P,4343,4476,1241,12,0,0,12,4718,2852,3985,24,0,12,12
MNDU,P,3277,4215,93,54,18,12,24,3755,4845,4741,0,0,0,0
CASD,P,589,2827,2029,16,0,12,4,4161,3255,599,10,0,6,4
MNDU2,P,3293,3130,4624,45,3,12,0,4693,4506,3061,0,0,0,0
FLOR,P,3998,1557,3790,42,0,24,18,21,1065,4769,52,0,42,0
ORPO,P,2542,2147,3192,0,0,0,0,2550,3787,4110,6,0,0,6
TXHO,P,1801,457,2582,12,0,4,8,148,3961,3666,37,0,27,10
CASD,P,589,3021,4160,8,0,6,2,1661,3255,3647,4,0,0,4
MAWO,P,2648,1687,2067,18,0,12,6,2104,467,157,32,0,6,26
ORPO,P,2635,2093,3674,0,0,0,0,4125,3131,2411,6,0,0,6
ONTO,P,4252,1241,3541,0,0,0,0,4718,4001,3387,66,0,24,42
NYNY,P,4012,4122,395,18,3,9,6,640,1880,694,15,6,3,6
CASD,P,589,1622,4738,8,0,6,2,3952,4486,1266,2,0,2,0
ORPO,P,4057,4132,4662,0,0,0,0,1432,753,4127,6,0,0,6
MNDU,P,4228,2977,2062,44,0,10,24,2538,4054,4009,20,0,4,6
MNDU2,P,2861,1259,876,57,0,15,12,2512,2502,4674,58,0,36,12
FLOR,P,4530,1772,342,21,3,2,16,1649,1065,2797,19,3,6,10
ORPO,P,1571,2471,1510,0,0,0,0,1540,3673,3192,6,0,0,6
ORPO,P,4051,488,3812,0,0,0,0,4106,1359,847,6,0,0,6
MNDU2,P,2846,3750,269,0,0,0,0,2503,4656,3312,40,0,12,8
ONTO,P,3386,3550,4343,37,0,9,18,3985,4001,1075,23,0,3,0
MAWO,P,4410,1884,126,12,0,0,12,2370,1100,3623,27,0,17,0
TXHO,P,1801,3103,4328,20,0,0,20,4639,3696,3305,14,0,6,8
CASD,P,589,3480,4619,5,0,1,4,1726,4486,2485,0,0,0,0
FLOR,P,1557,21,3998,29,0,7,12,1649,4769,2556,8,0,8,0
ORPO,P,1823,2990,957,0,0,0,0,2550,3711,3024,6,0,0,6
NYNY,P,514,3137,3171,9,0,9,0,2344,4797,334,76,0,18,48
MNDU,P,3102,3122,3755,27,18,3,6,3277,1714,2977,22,0,0,12
MAWO,P,3958,4557,2648,13,0,3,0,157,1884,3044,60,29,7,24
CASD,P,3453,4139,3041,0,0,0,0,1726,4486,3341,4,0,0,4
FLOR,P,1065,665,1902,28,0,8,0,2797,86,945,10,0,10,0
TXHO,P,3735,4328,4280,8,0,0,8,3335,3612,2882,0,0,0,0
MNDU,P,2052,4728,3846,49,6,15,18,4215,4011,1714,18,0,0,18
NYNY,P,1340,4299,375,68,60,8,0,806,1155,771,8,0,0,8
TXHO,P,2438,57,4746,19,0,1,18,4355,3728,4589,14,0,0,14
MNDU2,P,4624,2499,3839,10,0,2,8,2512,2491,4166,22,0,2,0
ORPO,P,4127,4043,955,30,0,18,12,2521,2130,3131,3,0,3,0
MAWO,P,3654,1493,2621,4,0,0,4,2791,3499,121,30,0,0,30
ONTO,P,4727,3988,4343,19,0,7,12,3985,4252,781,0,0,0,0
MNDU,P,4228,2264,2977,30,0,10,0,4818,3294,4009,1,0,1,0
CASD,P,1138,4673,599,0,0,0,0,1726,1515,1622,0,0,0,0
NYNY,P,1635,4773,375,21,0,3,18,334,2344,771,26,0,4,12
ONTO,P,4476,4685,4343,12,3,9,0,4001,2056,4015,107,0,65,42
FLOR,P,1902,1557,4013,20,0,0,0,1649,3627,2556,25,0,15,0
MNDU2,P,3036,2518,876,52,0,22,0,2169,4480,525,73,0,57,6
MAWO,P,3280,1289,173,16,0,6,10,157,3930,571,30,0,10,20
ORPO,P,1540,4488,2811,10,0,0,0,4127,2093,3636,30,0,18,12
FLOR,P,3011,1065,1772,26,0,26,0,180,945,3932,16,0,0,6
ORPO,P,1359,4106,4043,8,0,8,0,997,2130,2192,14,0,8,6
ONTO,P,4476,216,2852,16,0,16,0,244,2056,3541,73,0,39,34
MAWO,P,3146,126,2168,33,0,27,6,3958,20,228,51,0,15,26
FLOR,P,2797,4562,665,3,3,0,0,3502,1649,4065,29,23,2,4
ONTO,P,4476,4807,4343,17,0,13,4,3386,2056,4808,107,0,73,34
MAWO,P,1100,2104,155,28,0,18,10,2621,3623,4557,16,0,4,12
NYNY,P,1340,4122,354,22,0,2,0,3314,759,743,3,3,0,0
MAWO,P,3280,190,121,18,0,12,6,177,2370,3654,53,0,23,30
FLOR,P,1557,4065,4013,0,0,0,0,4707,348,1772,12,0,6,6
NYNY,P,353,3137,2601,55,18,13,4,1382,4012,1155,45,23,6,6
MAWO,P,1100,663,3930,22,0,12,10,839,2648,3499,32,0,14,18
ORPO,P,3673,2374,2557,0,0,0,0,2002,3145,2192,0,0,0,0
FLOR,P,3627,179,1876,5,0,5,0,21,3557,4118,0,0,0,0
NYNY,P,3419,4528,271,0,0,0,0,2933,4528,1396,0,0,0,0
TXHO,P,3526,118,4346,0,0,0,0,4000,4587,624,0,0,0,0
NYNY,P,333,4191,2579,0,0,0,0,4012,1635,3017,0,0,0,0
NYNY,P,640,4528,1340,0,0,0,0,4684,2265,237,0,0,0,0
FLOR,P,3932,2383,108,0,0,0,0,4530,4013,180,6,0,0,6
FLOR,P,1592,4024,3611,0,0,0,0,386,4451,2797,6,0,0,6
TXHO,P,3847,3103,1865,5,0,3,2,2789,704,2936,0,0,0,0
FLOR,P,4352,3557,3998,0,0,0,0,3556,4471,4197,6,0,0,6
MNDU,P,4511,2845,2705,6,0,2,4,93,4260,3754,4,0,0,4
FLOR,P,1251,79,4707,0,0,0,0,1065,4223,3011,6,0,0,6
FLOR,P,1876,4341,801,0,0,0,0,3502,342,665,6,0,0,6
FLOR,P,1523,4562,1604,0,0,0,0,2556,4118,348,6,0,0,6
FLOR,P,1612,2916,4622,0,0,0,0,233,21,4833,6,0,0,6
TXHO,P,441,2585,4731,6,0,4,2,4155,4328,2587,10,0,0,10
MNDU,P,1714,4054,2705,31,0,13,18,2526,3828,4182,0,0,0,0
MNDU2,P,1675,2861,3871,0,0,0,0,3723,2175,3751,0,0,0,0
MNDU2,P,27,4671,3055,2,0,2,0,3081,2957,4762,0,0,0,0
TXHO,P,3672,2881,1477,4,0,0,4,231,1255,4639,0,0,0,0
MNDU2,P,269,4623,3267,18,0,6,12,2826,2502,2530,37,0,9,18
TXHO,P,3516,3035,4295,6,0,0,6,2737,3612,3833,0,0,0,0
MNDU2,P,4174,4674,3061,0,0,0,0,2169,3839,4656,0,0,0,0
MNDU,P,2977,3788,4215,10,0,0,0,4228,3054,4230,0,0,0,0
TXHO,P,192,624,3696,10,0,0,0,457,3481,2438,0,0,0,0
MNDU,P,3294,2062,4217,15,0,3,12,3018,1816,4011,0,0,0,0
MNDU,P,3212,4845,4539,0,0,0,0,2705,2220,3840,40,0,12,18
NYNY,P,334,369,1155,34,0,0,24,3017,884,375,24,0,0,24
ONTO,P,781,2809,3543,46,0,30,6,3530,4718,4476,0,0,0,0
MNDU,P,537,3367,4182,0,0,0,0,3828,3276,2845,6,0,0,6
MNDU2,P,2503,2175,877,0,0,0,0,4506,2491,3036,0,0,0,0
MNDU,P,3883,4260,3122,0,0,0,0,2177,3277,3381,16,0,0,6
FLOR,P,4013,4707,4562,0,0,0,0,21,2383,386,12,0,12,0
